*/0x2c*/0:0-(0,0)	1:1-(0,1)	2:0-(1,1)	3:0-(1,1)	4:2-(1,3)	5:3-(3,6)	6:4-(6,10)	7:0-(10,10)	
*/0x2d*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:1-(0,1)	4:1-(1,2)	5:1-(2,3)	6:7-(3,10)	7:6-(10,16)	
*/0x2e*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:2-(0,2)	5:1-(2,3)	6:9-(3,12)	7:3-(12,15)	
*/0x2f*/0:0-(0,0)	1:0-(0,0)	2:1-(0,1)	3:0-(1,1)	4:3-(1,4)	5:1-(4,5)	6:4-(5,9)	7:3-(9,12)	
*/0x30*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:1-(0,1)	4:2-(1,3)	5:3-(3,6)	6:4-(6,10)	7:2-(10,12)	
*/0x31*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:1-(0,1)	5:3-(1,4)	6:8-(4,12)	7:3-(12,15)	
*/0x32*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:3-(0,3)	5:2-(3,5)	6:5-(5,10)	7:4-(10,14)	
*/0x33*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:1-(0,1)	5:3-(1,4)	6:8-(4,12)	7:3-(12,15)	
*/0x34*/0:1-(0,1)	1:1-(1,2)	2:0-(2,2)	3:0-(2,2)	4:3-(2,5)	5:0-(5,5)	6:1-(5,6)	7:3-(6,9)	
*/0x35*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:1-(0,1)	4:2-(1,3)	5:3-(3,6)	6:3-(6,9)	7:4-(9,13)	
*/0x36*/0:0-(0,0)	1:0-(0,0)	2:1-(0,1)	3:0-(1,1)	4:3-(1,4)	5:2-(4,6)	6:2-(6,8)	7:4-(8,12)	
*/0x37*/0:0-(0,0)	1:0-(0,0)	2:1-(0,1)	3:2-(1,3)	4:1-(3,4)	5:2-(4,6)	6:2-(6,8)	7:2-(8,10)	
*/0x38*/0:1-(0,1)	1:2-(1,3)	2:0-(3,3)	3:0-(3,3)	4:0-(3,3)	5:0-(3,3)	6:3-(3,6)	7:4-(6,10)	
*/0x39*/0:0-(0,0)	1:1-(0,1)	2:0-(1,1)	3:1-(1,2)	4:3-(2,5)	5:0-(5,5)	6:2-(5,7)	7:4-(7,11)	
*/0x3a*/0:0-(0,0)	1:0-(0,0)	2:1-(0,1)	3:0-(1,1)	4:1-(1,2)	5:5-(2,7)	6:3-(7,10)	7:1-(10,11)	
*/0x3b*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:2-(0,2)	5:5-(2,7)	6:4-(7,11)	7:1-(11,12)	
*/0x3c*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:1-(0,1)	4:2-(1,3)	5:2-(3,5)	6:6-(5,11)	7:1-(11,12)	
*/0x3d*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:0-(0,0)	4:1-(0,1)	5:6-(1,7)	6:2-(7,9)	7:6-(9,15)	
*/0x3e*/0:0-(0,0)	1:0-(0,0)	2:0-(0,0)	3:1-(0,1)	4:1-(1,2)	5:4-(2,6)	6:5-(6,11)	7:1-(11,12)	
*/0x3f*/0:0-(0,0)	1:0-(0,0)	2:1-(0,1)	3:0-(1,1)	4:1-(1,2)	5:2-(2,4)	6:6-(4,10)	7:4-(10,14)	
